product_id,gender,category,article_type,base_colour,occasion,available_sizes,pattern,sleeve_type,neck_type,material,style,description,price,image_path
P140,Women,Topwear,Dress,Navy Blue,Wedding,S/M/L/XL,Solid,Sleeveless,V-neck,Crepe/Jersey,Flowy maxi,Navy blue V-neck sleeveless maxi dress,4700,Images/P140.png
P141,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Elastic waist with drawstring,,Polyester,Adidas athletic shorts,Men blue Adidas athletic shorts with white stripes,1710,Images/P141.png
P142,Men,Bottomwear,Trousers,Brown,Formal,M/L/XL/XXL,Solid,Pleated front,,Polyester/Blend,Dress trousers,Men brown dress trousers,4760,Images/P142.png
P143,Women,Topwear,Dress,Royal Blue,Party,S/M/L/XL,Solid,Spaghetti straps,Cowl neck,Ruched jersey,Bodycon maxi with slit,Royal blue cowl neck ruched maxi dress with high slit,4650,Images/P143.png
P144,Men,Bottomwear,Trousers,Brown,Formal,M/L/XL/XXL,Solid,Pleated front,,Polyester/Blend,Dress trousers,Men Brown tan pleated dress trousers,5530,Images/P144.png
P145,Women,Topwear,Dress,Navy Blue,Wedding,S/M/L/XL,Solid,Spaghetti straps,Deep V-neck,Chiffon/Jersey,Flowy maxi,Navy blue deep V-neck flowy maxi dress,4050,Images/P145.png
P146,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Elastic waist with drawstring,,Polyester,Nike athletic shorts,Men bright blue Nike athletic shorts,2640,Images/P146.png
P147,Men,Bottomwear,Shorts,Navy Blue,Casual,M/L/XL/XXL,Solid,Cargo pockets,,Cotton,Cargo shorts,Men navy blue cargo shorts,2410,Images/P147.png
P148,Men,Bottomwear,Trousers,Brown,Formal,M/L/XL/XXL,Solid,Pleated front,,Polyester/Blend,Dress trousers,Men brown dress trousers,4610,Images/P148.png
P149,Women,Bottomwear,Trousers,Brown,Formal,S/M/L/XL/XXL,Plaid,Button/zip waist,,Polyester/Blend,Plaid tailored pants,Women brown plaid check tailored pants,5460,Images/P149.png
P150,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men brown chino pants,5930,Images/P150.png
P151,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Corduroy,Corduroy pants,Men brown corduroy pants,5750,Images/P151.png
P152,Women,Topwear,Dress,Royal Blue,Party,S/M/L/XL,Beaded bodice,Cap sleeves,Sheer illusion neck,Chiffon,Evening gown,Royal blue beaded bodice evening gown,4360,Images/P152.png
P153,Women,Bottomwear,Trousers,Brown,Formal,S/M/L/XL,Solid,Button/zip waist,,Polyester/Crepe,Flare pants,Women brown flare pants,5420,Images/P153.png
P154,Women,Bottomwear,Shorts,Navy Blue,Casual,S/M/L/XL/XXL,Solid,Lace-up front,,Denim,High-waisted lace-up shorts,Dark blue lace-up high-waisted denim shorts,2030,Images/P154.png
P155,Women,Bottomwear,Trousers,Brown,Formal,S/M/L/XL,Solid,Button/zip waist,,Cotton/Blend,Utility pants,Women brown utility work pants,5210,Images/P155.png
P156,Women,Topwear,Dress,Light Blue,Party,S/M/L/XL,Beaded bodice,Halter,Keyhole neckline,Chiffon/Halter,Evening gown,Light blue beaded halter evening gown,4760,Images/P156.png
P157,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL,Solid,Button/zip waist,,Denim,High-waisted denim shorts,High-waisted button denim shorts,2250,Images/P157.png
P158,Women,Bottomwear,Trousers,Brown,Formal,S/M/L/XL,Solid,Pleated front,,Polyester/Crepe,Wide-leg trousers,Women camel tan wide-leg trousers,4550,Images/P158.png
P159,Women,Bottomwear,Trousers,Brown,Formal,S/M/L/XL/XXXXL,Solid,Pleated front,,Polyester/Crepe,Tailored dress pants,Women brown tailored dress pants,5920,Images/P159.png
P160,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men camel tan chino pants,4060,Images/P160.png
P161,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Corduroy,Corduroy pants,Men brown corduroy pants,5820,Images/P161.png
P162,Women,Bottomwear,Shorts,Blue White,Casual,S/M/L/XL/XXXL,Striped,Button/zip waist,,Cotton/Blend,Striped shorts,Women blue and white striped shorts,2690,Images/P162.png
P163,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men Brown tan chino pants,4850,Images/P163.png
P164,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men dark brown chino pants,3840,Images/P164.png
P165,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL/XXXXL,Solid,Button/zip waist,,Denim,Embellished denim shorts,Light blue denim shorts with pearl rhinestone pockets,2320,Images/P165.png
P166,Women,Bottomwear,Trousers,Green,Formal,S/M/L/XL,Solid,Button/zip waist,,Polyester/Blend,Smart skinny pants,Women emerald green skinny pants,4920,Images/P166.png
P167,Women,Bottomwear,Trousers,Olive Green,Casual,S/M/L/XL,Solid,Elastic waist with tie,,Chiffon/Polyester,Paperbag wide-leg pants,Olive green paperbag waist wide-leg pants,4050,Images/P167.png
P168,Men,Bottomwear,Trousers,Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men bright green chino pants,4580,Images/P168.png
P169,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL/XXXL,Solid,Button/zip waist,,Denim,Distressed denim shorts,Women light wash distressed denim shorts,2910,Images/P169.png
P170,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL,Solid,Button/zip waist,,Denim,Cuffed denim shorts,Women light wash cuffed denim shorts,2240,Images/P170.png
P171,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL,Solid,Button/zip waist,,Denim,Classic denim shorts,Women medium wash denim shorts,2180,Images/P171.png
P172,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL/XXXL,Solid,Button/zip waist,,Denim,Ripped distressed denim shorts,Women dark wash distressed denim shorts,2940,Images/P172.png
P173,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Elastic waist,,Cotton/Chambray,Chambray shorts,Men light blue chambray shorts,2490,Images/P173.png
P174,Men,Bottomwear,Trousers,Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Denim/Cotton,Green straight leg pants,Men green straight leg jeans,4820,Images/P174.png
P175,Women,Bottomwear,Trousers,Green,Formal,S/M/L/XL,Solid,Button/zip waist,,Polyester/Crepe,Wide-leg dress pants,Women emerald green wide-leg pants with metallic belt,4590,Images/P175.png
P176,Men,Bottomwear,Trousers,Dark Green,Formal,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men dark green chino pants,5570,Images/P176.png
P177,Men,Bottomwear,Trousers,Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men bright green chino pants,3900,Images/P177.png
P178,Men,Bottomwear,Trousers,Dark Green,Formal,M/L/XL/XXL,Solid,Pleated front,,Polyester/Blend,Dress trousers,Men dark green dress trousers,3510,Images/P178.png
P179,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL/XXXL,Solid,Button/zip waist,,Denim,Ripped distressed shorts,Women heavily distressed light wash denim shorts,2370,Images/P179.png
P180,Women,Bottomwear,Shorts,Light Blue,Casual,S/M/L/XL,Solid,Lace-up front,,,Lace-up shorts,Light blue high-waisted lace-up shorts,1630,Images/P180.png
P181,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Elastic waist with drawstring,,Denim,Acid wash shorts,Men acid wash denim shorts with drawstring,1590,Images/P181.png
P182,Women,Bottomwear,Trousers,Green,Formal,S/M/L/XL/XXL,Solid,Button/zip waist,,Polyester/Blend,Flare pants,Women emerald green flare pants,4030,Images/P182.png
P183,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Button/zip,,Cotton/Chino,Chino shorts,Men bright blue chino shorts,1910,Images/P183.png
P184,Women,Bottomwear,Shorts,Navy White,Casual,S/M/L/XL/XXXL,Striped,Elastic waist,,Polyester/Cotton,Striped shorts,Navy and white striped high-waisted shorts,2700,Images/P184.png
P185,Men,Bottomwear,Trousers,Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants with trim,Men green chino pants with red trim,5350,Images/P185.png
P186,Women,Bottomwear,Trousers,Green,Formal,S/M/L/XL/XXXXL,Solid,Button/zip waist,,Polyester/Blend,Cropped pants with zipper,Women green cropped pants with zipper detail,4330,Images/P186.png
P187,Men,Bottomwear,Shorts,Navy Blue,Casual,M/L/XL/XXL,Solid,Cargo pockets,,Cotton,Cargo shorts,Men dark navy cargo shorts,2780,Images/P187.png
P188,Women,Bottomwear,Jeans,Green,Casual,S/M/L/XL/XXXL,Solid,Button/zip waist,,Denim,Skinny jeans,Women green skinny jeans,4970,Images/P188.png
P189,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Elastic waist with drawstring,,Denim,Adidas denim shorts,Men light wash Adidas denim shorts,2140,Images/P189.png
P190,Men,Bottomwear,Shorts,Blue,Casual,M/L/XL/XXL,Solid,Elastic waist with drawstring,,Polyester,Swim shorts,Men bright blue swim board shorts,2930,Images/P190.png
P191,Women,Bottomwear,Shorts,Navy Blue,Casual,S/M/L/XL/XXXL,Solid,Button detail,,Crepe/Polyester,Tailored shorts,Women navy high-waisted button shorts,2780,Images/P191.png
P192,Men,Bottomwear,Trousers,Mint Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chino pants,Men mint green chino pants,5830,Images/P192.png
P193,Women,Bottomwear,Shorts,Blue,Casual,S/M/L/XL/XXXXL,Solid,Button/zip,,Denim,Embroidered denim shorts,Women dark wash denim shorts with lips embroidery,1820,Images/P193.png
P194,Men,Bottomwear,Trousers,Olive Green,Casual,M/L/XL/XXL,Solid,Cargo pockets,,Cotton,Cargo pants,Men olive green cargo pants,5530,Images/P194.png
P195,Men,Bottomwear,Trousers,Brown,Casual,M/L/XL/XXL,Solid,Cargo pockets,,Corduroy,Cargo pants,Men brown cargo pants,4390,Images/P195.png
P196,Men,Bottomwear,Trousers,Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton,Green casual pants,Men green casual pants,4270,Images/P196.png
P197,Men,Bottomwear,Trousers,Olive Green,Casual,M/L/XL/XXL,Solid,Cargo pockets,,Cotton/Nylon,Tactical cargo pants,Men olive green tactical cargo pants,5810,Images/P197.png
P198,Men,Bottomwear,Trousers,Olive Green,Casual,M/L/XL/XXL,Solid,Button/zip waist,,Cotton/Chino,Chinos,Men olive green chinos,4750,Images/P198.png
P199,Women,Topwear,Dress,Black,Casual,S/M/L/XL,Solid,Sleeveless,Square neck,Chiffon/Cotton,Flowy maxi,Black sleeveless maxi dress,4840,Images/P199.png
P200,Women,Topwear,Dress,Black,Party,S/M/L/XL,Solid,Spaghetti straps,V-neck,Jersey/Crepe,Bodycon maxi with slit,Black V-neck bodycon maxi dress with high slit,4490,Images/P200.png
P201,Women,Topwear,Dress,Black,Party,S/M/L/XL,Solid,Cap sleeves,Keyhole neckline,Scuba/Polyester,Bodycon pencil,Black keyhole bodycon pencil dress with cap sleeves,3850,Images/P201.png
P202,Women,Topwear,Dress,Black,Party,S/M/L/XL/XXL,Solid,Sleeveless,Round neck,Jersey,Bodycon maxi with cutouts,Black side cutout bodycon maxi dress with slit,3640,Images/P202.png
P203,Women,Topwear,Dress,Black,Party,S/M/L/XL,Textured,Long sleeves,Round neck,Polyester,Textured bodycon mini,Black textured long sleeve bodycon mini dress,3790,Images/P203.png
P204,Women,Topwear,Dress,Black,Party,S/M/L/XL,Solid,Off-shoulder,Sweetheart neck,Jersey/Crepe,Bodycon maxi with slit,Black off-shoulder bodycon maxi dress with high slit,4970,Images/P204.png
P205,Women,Topwear,Dress,Black,Party,S/M/L/XL,Solid,Long sleeves,Plunging neckline,Polyester/Blend,Tuxedo blazer dress,Black tuxedo blazer dress with satin lapels,4920,Images/P205.png
P206,Women,Topwear,Dress,Black,Party,S/M/L/XL,Solid,Cape sleeves,Round neck,Crepe/Scuba,Cape sleeve maxi,Black cape sleeve maxi dress,4470,Images/P206.png
P207,Women,Topwear,Dress,Black,Party,S/M/L/XL,Mesh,Long mesh sleeves,High neck,Satin/Mesh,Peplum pencil,Black mesh long sleeve peplum pencil dress,3990,Images/P207.png
P208,Women,Topwear,Dress,Black,Casual,S/M/L/XL,Solid,Sleeveless,Deep V-neck,Chiffon/Cotton,Boho maxi,Black deep V-neck flowy maxi dress with crochet trim,3690,Images/P208.png
P209,Women,Topwear,Dress,Black,Party,S/M/L/XL/XXXXL,Solid,Sleeveless,Round neck,Scuba/Polyester,Bodycon midi with ruching,Black sleeveless ruched bodycon midi dress,4940,Images/P209.png
P210,Women,Topwear,Dress,Black,Party,S/M/L/XL,Sheer,Long sheer sleeves,Mock neck,Mesh/Jersey,Bodycon midi with cutout,Black sheer long sleeve bodycon midi dress with cutout,3560,Images/P210.png
P211,Women,Topwear,Dress,Blue White,Casual,S/M/L/XL,Floral,Long puff sleeves,High neck,Cotton/Blend,Floral midi with belt,Blue and white floral print belted midi dress,4560,Images/P211.png
P212,Women,Topwear,Dress,Brown Rust,Party,S/M/L/XL,Lace,Long puff sleeves,Round neck,Lace/Chiffon,Floral lace midi,Brown rust floral lace midi dress with puff sleeves,4080,Images/P212.png
P213,Women,Topwear,Dress,Yellow,Casual,S/M/L/XL/XXXXL,Solid,Long puff sleeves,Round neck,Cotton/Blend,Crop and midi set,Yellow puff sleevedress,7390,Images/P213.png
P214,Women,Topwear,Dress,Pink Beige,Party,S/M/L/XL,Floral,3/4 sleeves,Shirt collar,Polyester/Satin,Floral shirt dress,Pink and beige floral print shirt dress with belt,4430,Images/P214.png
P215,Women,Topwear,Dress,Pink Orange,Casual,S/M/L/XL/XXXXL,Floral,Long puff sleeves,Round neck,Chiffon/Cotton,Floral print maxi,Pink orange abstract floral print maxi with cutout,3520,Images/P215.png
P216,Women,Topwear,Dress,Blue White,Party,S/M/L/XL/XXXXL,Polka dot,Long puff sleeves,V-neck wrap,Polyester,Polka dot wrap dress,Blue white polka dot print wrap dress with ruffle,3590,Images/P216.png
P217,Women,Topwear,Dress,Black White,Casual,S/M/L/XL,Floral,Long puff sleeves,V-neck,Chiffon,Floral print maxi,Black white floral print maxi dress,3660,Images/P217.png
P218,Women,Topwear,Dress,Blue Denim,Casual,S/M/L/XL,Solid,Long puff sleeves,Shirt collar,Denim,Denim shirt dress,Denim shirt dress with belt and gold buttons,4130,Images/P218.png
P219,Women,Topwear,Dress,Cream,Formal,S/M/L/XL,Swiss dot,Long bell sleeves,High neck,Swiss dot chiffon,Swiss dot midi,Cream ivory Swiss dot long sleeve midi dress,4240,Images/P219.png
P220,Women,Topwear,Dress,Navy Blue,Formal,S/M/L/XL,Solid,Long sleeves,Shirt collar with tie waist,Cotton/Blend,Navy shirt dress,Navy blue belted shirt dress,4490,Images/P220.png
P221,Women,Topwear,Dress,Navy Grey,Party,S/M/L/XL,Abstract,Long sleeves,Round neck,Polyester/Blend,Abstract print bodycon midi,Navy grey abstract print long sleeve bodycon midi,4900,Images/P221.png
P222,Women,Topwear,Dress,Light Blue,Party,S/M/L/XL,Solid,Long sleeves,Round neck,Crepe/Scuba,Bodycon midi with ruching,Light blue long sleeve ruched bodycon midi dress,4790,Images/P222.png
P223,Women,Topwear,Dress,Navy Blue,Party,S/M/L/XL,Solid,Long sleeves,Boat neck,Crepe/Scuba,Bodycon midi,Navy blue long sleeve ruched twist front bodycon midi dress,4850,Images/P223.png
P224,Women,Topwear,Dress,Brown,Casual,S/M/L/XL,Solid,Long sleeves,V-neck wrap,Knit/Waffle,Wrap midi,Brown copper wrap midi dress with side tie slit,4420,Images/P224.png
P225,Women,Topwear,Dress,Grey Blue,Formal,S/M/L/XL,Marl/Knit,3/4 sleeves,Shirt collar V-neck,Knit,Fit flare knit midi,Grey blue marl knit fit flare midi dress with collar,4890,Images/P225.png
P226,Women,Topwear,Dress,Blue White,Formal,S/M/L/XL/XXXXL,Striped,Long sleeves,Shirt collar wrap,Cotton/Poplin,Striped wrap shirt dress,Blue and white striped wrap shirt dress,3640,Images/P226.png
P227,Women,Topwear,Dress,Purple Plum,Party,S/M/L/XL,Solid,3/4 sleeves,Round neck,Scuba/Crepe,Bodycon sheath midi,Purple plum dress with black mesh and ruffle accent,4400,Images/P227.png
P228,Women,Topwear,Dress,Dark Green,Party,S/M/L/XL,Solid,Long sleeves,Sweetheart neck,Scuba/Crepe,Bodycon midi,Dark green sweetheart long sleeve bodycon midi dress,4620,Images/P228.png
P229,Women,Topwear,Dress,Red,Party,S/M/L/XL,Solid,Long puff sleeve one shoulder,One shoulder draped,Satin,A-line maxi,Red one shoulder long puff sleeve satin maxi gown,4370,Images/P229.png
P230,Men,Topwear,Sweater,Black,Casual,S/M/L/XL/XXL,Solid,Long sleeves,Hooded henley,Cotton/Blend,Hooded henley,Black long sleeve hooded henley knit top,2540,Images/P230.png
P231,Men,Topwear,Sweater,Navy Blue,Casual,S/M/L/XL,Solid,Long sleeves,Hooded henley,Cotton/Blend,Hooded henley,Navy blue long sleeve hooded henley knit top,4250,Images/P231.png
P232,Men,Topwear,Sweater,Red,Casual,S/M/L/XL,Solid,Long sleeves,Hooded henley,Cotton/Blend,Hooded henley,Red wine long sleeve hooded henley knit top,4770,Images/P232.png
P233,Men,Topwear,Sweater,Dark Green,Casual,S/M/L/XL/XXXXL,Solid,Long sleeves,Hooded henley,Cotton/Blend,Hooded henley,Dark green long sleeve hooded henley knit top,3230,Images/P233.png
P234,Women,Topwear,Dress,Dark Blue Denim,Formal,S/M/L/XL/XXXL,Solid,Long sleeves,Shirt collar,Denim,Denim shirt dress,Dark wash denim shirt dress with tie belt,4630,Images/P234.png
P235,Women,Topwear,Dress,White,Casual,S/M/L/XL,Eyelet,Long puff sleeves,Shirt collar,Cotton/Poplin,Eyelet shirt dress,White eyelet puff sleeve shirt dress,4290,Images/P235.png
P236,Women,Topwear,Dress,Hot Pink,Party,S/M/L/XL,Solid,Long sleeves,Round neck,Scuba/Crepe,Fit flare mini,Hot pink fit flare mini dress,4090,Images/P236.png
P237,Women,Topwear,Dress,Dark Red Maroon,Party,S/M/L/XL,Sparkle,3/4 sleeves,V-neck,Lurex/Knit,Sparkle mini,Dark red maroon v-neck sparkle mini dress,4530,Images/P237.png
P238,Men,Outerwear,Shirt Jacket,Grey,Casual,S/M/L/XL/XXXXL,Solid,Long sleeves,Shirt collar,Flannel/Wool blend,Shirt jacket,Grey flannel shirt jacket with chest pockets,1970,Images/P238.png
P239,Women,Topwear,Dress,Dusty Rose Pink,Party,S/M/L/XL/XXXL,Sequin/Lace,3/4 sleeves,V-neck,Chiffon/Lace,Formal gown,Dusty rose sequin lace top chiffon maxi gown,4550,Images/P239.png
P240,Women,Topwear,Dress,Navy Blue,Party,S/M/L/XL/XXXXL,Metallic foil,Long sleeves,V-neck wrap,Metallic jersey,Bodycon midi,Navy metallic foil wrap bodycon midi dress,3880,Images/P240.png
P241,Women,Topwear,Top,Red,Casual,S/M/L/XL,Solid,3/4 sleeves,Crew neck,Cotton/Blend,Relaxed tee,Red relaxed fit 3/4 sleeve top,1700,Images/P241.png
P242,Women,Topwear,Dress,Purple Silver,Party,S/M/L/XL,Ombre/Metallic,Long cold shoulder sleeves,Sweetheart/Metallic,Chiffon/Cold shoulder maxi,Purple silver ombre cold shoulder pleated maxi dress,4780,Images/P242.png,
P243,Women,Set,Two-piece Maxi,Navy Blue Ombre,Party,S/M/L/XL,Solid,3/4 sleeves,Boat neck,Jersey top with taffeta skirt,Formal two-piece maxi,Navy top with ombre blue taffeta maxi skirt,7820,Images/P243.png
P244,Women,Topwear,Dress,Light Blue,Party,S/M/L/XL,Solid,3/4 sleeves,Round neck,Crepe/Scuba,Belted sheath midi,Light blue 3/4 sleeve belted sheath dress,4560,Images/P244.png
P245,Women,Topwear,Top,White,Casual,S/M/L/XL/XXXXL,Solid,3/4 puff sleeves,Gathered round neck keyhole,Cotton/Chiffon,Blouse,White 3/4 sleeve button front top with gathered neck,1940,Images/P245.png
P246,Women,Topwear,Top,White,Formal,S/M/L/XL,Solid,Long sleeves,Shirt collar,Cotton/Poplin,Button down shirt,White button front shirt with chest pockets,1900,Images/P246.png
P247,Women,Topwear,Top,Light Blue,Formal,S/M/L/XL,Solid,Long sleeves,V-neck,Satin/Cotton,Button down blouse,Light blue button front V-neck blouse with chest pockets,1930,Images/P247.png
P248,Women,Topwear,Dress,White,Party,S/M/L/XL,Solid,Sleeveless,V-neck front,Scuba/Crepe,Fit flare mini,White sleeveless backless fit flare mini dress,4550,Images/P248.png
P249,Women,Topwear,Top,Olive Green,Casual,S/M/L/XL,Solid,Long sleeves,Scoop neck,Cotton/Jersey,Long sleeve tee,Olive long sleeve scoop neck tee,1960,Images/P249.png
P250,Men,Topwear,Top,Grey White,Casual,S/M/L/XL/XXXXL,Color block,Short sleeves,Crew neck,Cotton/Jersey,Color block tee,Grey white color block short sleeve t-shirt,1930,Images/P250.png
P251,Women,Topwear,Top,White,Casual,S/M/L/XL/XXXL,Embroidered,3/4 flutter sleeves,Scoop neck with tie,Cotton/Chiffon,Peasant blouse,White boho embroidered peasant blouse with tassels,1500,Images/P251.png
P252,Men,Bottomwear,Trousers,Navy Blue,Formal,S/M/L/XL/XXXXL,Solid,N/A,N/A,Cotton/Twill,Tailored pants,Navy blue tailored trousers,5460,Images/P252.png
P253,Women,Topwear,Dress,Blue White,Casual,S/M/L/XL,Paisley,Spaghetti straps,Scoop neck,Rayon/Viscose,Smock mini dress,Blue white paisley print cami smock mini dress,3770,Images/P253.png
P254,Women,Topwear,Top,Peach Apricot,Casual,S/M/L/XL/XXL,Macrame,3/4 sleeves,V-neck,Cotton/Blend,Boho blouse,Peach apricot boho macrame fringe V-neck top,1870,Images/P254.png
